input,target,lang,plural
les oiseaux chasse les souris,les oiseaux a chassé les souris,fr,True
les professeurs repousse les souris,les professeurs a repoussé les souris,fr,True
de dokter observeert de vriend,de dokter heeft de vriend geobserveerd,nl,False
le loup voit le ennemi,le loup a vu le ennemi,fr,False
de paard ziet de meisje,de paard heeft de meisje gezien,nl,False
le éléphant porte le chat,le éléphant a porté le chat,fr,False
le loup voit le homme,le loup a vu le homme,fr,False
de vogels zoekt de vossen,de vogels heeft de vossen gezocht,nl,True
de olifanten achtervolgt de mannen,de olifanten heeft de mannen achtervolgd,nl,True
de leraar achtervolgt de vriend,de leraar heeft de vriend achtervolgd,nl,False
de dokter achtervolgt de hond,de dokter heeft de hond achtervolgd,nl,False
le tigre cherche le oiseau,le tigre a cherché le oiseau,fr,False
de dokter slaat de vos,de dokter heeft de vos geslagen,nl,False
de kind zoekt de olifant,de kind heeft de olifant gezocht,nl,False
le garçon aide le homme,le garçon a aidé le homme,fr,False
les garçons chasse les femmes,les garçons a chassé les femmes,fr,True
de katten troost de meisjes,de katten heeft de meisjes getroost,nl,True
le chien sauve le garçon,le chien a sauvé le garçon,fr,False
les tigres aide les renards,les tigres a aidé les renards,fr,True
de tijger valt de vijand,de tijger heeft de vijand aangevallen,nl,False
les ennemis repousse les chiens,les ennemis a repoussé les chiens,fr,True
le renard voit le tigre,le renard a vu le tigre,fr,False
les souris mange les tigres,les souris a mangé les tigres,fr,True
le docteur repousse le singe,le docteur a repoussé le singe,fr,False
de dokter volgt de vijand,de dokter heeft de vijand gevolgd,nl,False
le loup frappe le ami,le loup a frappé le ami,fr,False
de man achtervolgt de vogel,de man heeft de vogel achtervolgd,nl,False
le oiseau repousse le éléphant,le oiseau a repoussé le éléphant,fr,False
les docteurs poursuit les loups,les docteurs a poursuivi les loups,fr,True
de apen redt de vogels,de apen heeft de vogels gered,nl,True
de paarden jaagt de vossen,de paarden heeft de vossen gejaagd,nl,True
les renards mange les femmes,les renards a mangé les femmes,fr,True
de mannen draagt de vossen,de mannen heeft de vossen gedragen,nl,True
les filles soigne les femmes,les filles a soigné les femmes,fr,True
de paarden helpt de vossen,de paarden heeft de vossen geholpen,nl,True
de vijand zoekt de leeuw,de vijand heeft de leeuw gezocht,nl,False
de meisjes redt de vogels,de meisjes heeft de vogels gered,nl,True
le enfant cherche le chat,le enfant a cherché le chat,fr,False
le cheval poursuit le chat,le cheval a poursuivi le chat,fr,False
le loup sauve le singe,le loup a sauvé le singe,fr,False
les oiseaux attaque les renards,les oiseaux a attaqué les renards,fr,True
le homme sauve le chien,le homme a sauvé le chien,fr,False
le éléphant porte le singe,le éléphant a porté le singe,fr,False
de jongen volgt de vogel,de jongen heeft de vogel gevolgd,nl,False
les singes aime les renards,les singes a aimé les renards,fr,True
les professeurs cherche les femmes,les professeurs a cherché les femmes,fr,True
le docteur attaque le fille,le docteur a attaqué le fille,fr,False
les chiens aide les oiseaux,les chiens a aidé les oiseaux,fr,True
de vrouwen negeert de mannen,de vrouwen heeft de mannen genegeerd,nl,True
de vossen valt de vijanden,de vossen heeft de vijanden aangevallen,nl,True
de kind zoekt de aap,de kind heeft de aap gezocht,nl,False
les chats ignore les souris,les chats a ignoré les souris,fr,True
les filles ignore les éléphants,les filles a ignoré les éléphants,fr,True
le cheval réconforte le ami,le cheval a réconforté le ami,fr,False
les filles mange les loups,les filles a mangé les loups,fr,True
de jongens zoekt de leeuwen,de jongens heeft de leeuwen gezocht,nl,True
de meisjes zoekt de leraars,de meisjes heeft de leraars gezocht,nl,True
le chat regarde le ennemi,le chat a regardé le ennemi,fr,False
le tigre porte le cheval,le tigre a porté le cheval,fr,False
de leeuwen volgt de vrouwen,de leeuwen heeft de vrouwen gevolgd,nl,True
le singe ignore le ami,le singe a ignoré le ami,fr,False
de vossen mag de apen,de vossen heeft de apen gemogen,nl,True
les garçons porte les professeurs,les garçons a porté les professeurs,fr,True
les tigres aime les professeurs,les tigres a aimé les professeurs,fr,True
de meisje mag de dokter,de meisje heeft de dokter gemogen,nl,False
de honden troost de olifanten,de honden heeft de olifanten getroost,nl,True
le fille observe le chien,le fille a observé le chien,fr,False
les singes embrasse les tigres,les singes a embrassé les tigres,fr,True
le tigre attaque le ami,le tigre a attaqué le ami,fr,False
le garçon repousse le chien,le garçon a repoussé le chien,fr,False
le femme aide le singe,le femme a aidé le singe,fr,False
le renard embrasse le garçon,le renard a embrassé le garçon,fr,False
les professeurs ignore les loups,les professeurs a ignoré les loups,fr,True
de apen volgt de paarden,de apen heeft de paarden gevolgd,nl,True
de olifanten slaat de leeuwen,de olifanten heeft de leeuwen geslagen,nl,True
le fille sauve le cheval,le fille a sauvé le cheval,fr,False
les filles aide les souris,les filles a aidé les souris,fr,True
le docteur attaque le ami,le docteur a attaqué le ami,fr,False
le femme aime le enfant,le femme a aimé le enfant,fr,False
les hommes frappe les renards,les hommes a frappé les renards,fr,True
de vrienden zoekt de leraars,de vrienden heeft de leraars gezocht,nl,True
le oiseau suit le garçon,le oiseau a suivi le garçon,fr,False
les tigres voit les garçons,les tigres a vu les garçons,fr,True
les singes regarde les renards,les singes a regardé les renards,fr,True
le chat sauve le garçon,le chat a sauvé le garçon,fr,False
de leraars mag de jongens,de leraars heeft de jongens gemogen,nl,True
de aap negeert de vriend,de aap heeft de vriend genegeerd,nl,False
de leeuw eet de vos,de leeuw heeft de vos gegeten,nl,False
les souris suit les enfants,les souris a suivi les enfants,fr,True
les enfants réconforte les renards,les enfants a réconforté les renards,fr,True
de paarden draagt de mannen,de paarden heeft de mannen gedragen,nl,True
les docteurs regarde les amis,les docteurs a regardé les amis,fr,True
le fille chasse le chat,le fille a chassé le chat,fr,False
de olifant valt de jongen,de olifant heeft de jongen aangevallen,nl,False
de apen negeert de katten,de apen heeft de katten genegeerd,nl,True
de leeuwen troost de muizen,de leeuwen heeft de muizen getroost,nl,True
de vossen zoent de vogels,de vossen heeft de vogels gezoend,nl,True
de dokter bekijkt de vogel,de dokter heeft de vogel bekeken,nl,False
de dokters mag de kinderen,de dokters heeft de kinderen gemogen,nl,True
le ami ignore le renard,le ami a ignoré le renard,fr,False
les éléphants embrasse les hommes,les éléphants a embrassé les hommes,fr,True
de man eet de vijand,de man heeft de vijand gegeten,nl,False
de leeuwen negeert de honden,de leeuwen heeft de honden genegeerd,nl,True
le ennemi mange le enfant,le ennemi a mangé le enfant,fr,False
le femme aide le chat,le femme a aidé le chat,fr,False
de vrouw ziet de hond,de vrouw heeft de hond gezien,nl,False
de paarden verzorgt de kinderen,de paarden heeft de kinderen verzorgd,nl,True
le homme aime le femme,le homme a aimé le femme,fr,False
de jongen helpt de muis,de jongen heeft de muis geholpen,nl,False
de leeuwen ziet de tijgers,de leeuwen heeft de tijgers gezien,nl,True
le éléphant voit le ennemi,le éléphant a vu le ennemi,fr,False
de jongens achtervolgt de tijgers,de jongens heeft de tijgers achtervolgd,nl,True
les enfants poursuit les ennemis,les enfants a poursuivi les ennemis,fr,True
de kat draagt de aap,de kat heeft de aap gedragen,nl,False
de muizen observeert de paarden,de muizen heeft de paarden geobserveerd,nl,True
le femme poursuit le professeur,le femme a poursuivi le professeur,fr,False
le chien embrasse le souris,le chien a embrassé le souris,fr,False
le éléphant sauve le renard,le éléphant a sauvé le renard,fr,False
les chevaux chasse les professeurs,les chevaux a chassé les professeurs,fr,True
de aap jaagt de kat,de aap heeft de kat gejaagd,nl,False
de jongens negeert de apen,de jongens heeft de apen genegeerd,nl,True
de meisjes volgt de leeuwen,de meisjes heeft de leeuwen gevolgd,nl,True
de vriend eet de kind,de vriend heeft de kind gegeten,nl,False
de honden slaat de leeuwen,de honden heeft de leeuwen geslagen,nl,True
de jongen mag de aap,de jongen heeft de aap gemogen,nl,False
le renard soigne le souris,le renard a soigné le souris,fr,False
de hond bekijkt de dokter,de hond heeft de dokter bekeken,nl,False
de paarden ziet de muizen,de paarden heeft de muizen gezien,nl,True
de vijanden draagt de muizen,de vijanden heeft de muizen gedragen,nl,True
de leeuwen troost de vrienden,de leeuwen heeft de vrienden getroost,nl,True
de olifanten duwt de dokters,de olifanten heeft de dokters geduwd,nl,True
le loup cherche le professeur,le loup a cherché le professeur,fr,False
de vos jaagt de kat,de vos heeft de kat gejaagd,nl,False
les chevaux aide les souris,les chevaux a aidé les souris,fr,True
les enfants aide les hommes,les enfants a aidé les hommes,fr,True
les singes poursuit les loups,les singes a poursuivi les loups,fr,True
les éléphants porte les chevaux,les éléphants a porté les chevaux,fr,True
de muis verzorgt de hond,de muis heeft de hond verzorgd,nl,False
de leraars jaagt de olifanten,de leraars heeft de olifanten gejaagd,nl,True
de kat helpt de hond,de kat heeft de hond geholpen,nl,False
de paard negeert de meisje,de paard heeft de meisje genegeerd,nl,False
de paard bekijkt de jongen,de paard heeft de jongen bekeken,nl,False
de vossen mag de meisjes,de vossen heeft de meisjes gemogen,nl,True
de jongens zoent de honden,de jongens heeft de honden gezoend,nl,True
de vos valt de vrouw,de vos heeft de vrouw aangevallen,nl,False
de leeuw negeert de tijger,de leeuw heeft de tijger genegeerd,nl,False
de tijgers eet de muizen,de tijgers heeft de muizen gegeten,nl,True
les docteurs réconforte les hommes,les docteurs a réconforté les hommes,fr,True
les renards soigne les professeurs,les renards a soigné les professeurs,fr,True
le enfant mange le loup,le enfant a mangé le loup,fr,False
de muizen verzorgt de dokters,de muizen heeft de dokters verzorgd,nl,True
les loups suit les femmes,les loups a suivi les femmes,fr,True
les professeurs cherche les loups,les professeurs a cherché les loups,fr,True
de katten troost de vrouwen,de katten heeft de vrouwen getroost,nl,True
de kat slaat de jongen,de kat heeft de jongen geslagen,nl,False
de vossen ziet de vrouwen,de vossen heeft de vrouwen gezien,nl,True
de vriend bekijkt de paard,de vriend heeft de paard bekeken,nl,False
de hond eet de jongen,de hond heeft de jongen gegeten,nl,False
de vijanden jaagt de honden,de vijanden heeft de honden gejaagd,nl,True
de man verzorgt de kat,de man heeft de kat verzorgd,nl,False
de leraar achtervolgt de vrouw,de leraar heeft de vrouw achtervolgd,nl,False
les chats poursuit les enfants,les chats a poursuivi les enfants,fr,True
de paarden draagt de olifanten,de paarden heeft de olifanten gedragen,nl,True
de meisjes zoent de vijanden,de meisjes heeft de vijanden gezoend,nl,True
le femme regarde le singe,le femme a regardé le singe,fr,False
de vijand slaat de tijger,de vijand heeft de tijger geslagen,nl,False
de vrouwen draagt de meisjes,de vrouwen heeft de meisjes gedragen,nl,True
le ennemi porte le cheval,le ennemi a porté le cheval,fr,False
de tijger verzorgt de aap,de tijger heeft de aap verzorgd,nl,False
le professeur regarde le enfant,le professeur a regardé le enfant,fr,False
les filles poursuit les amis,les filles a poursuivi les amis,fr,True
le enfant ignore le chien,le enfant a ignoré le chien,fr,False
les professeurs embrasse les oiseaux,les professeurs a embrassé les oiseaux,fr,True
le enfant regarde le garçon,le enfant a regardé le garçon,fr,False
le homme regarde le ami,le homme a regardé le ami,fr,False
les oiseaux mange les professeurs,les oiseaux a mangé les professeurs,fr,True
les hommes embrasse les garçons,les hommes a embrassé les garçons,fr,True
le ami embrasse le loup,le ami a embrassé le loup,fr,False
les amis suit les éléphants,les amis a suivi les éléphants,fr,True
de leeuwen bekijkt de vrienden,de leeuwen heeft de vrienden bekeken,nl,True
de vrouwen mag de tijgers,de vrouwen heeft de tijgers gemogen,nl,True
de vos helpt de paard,de vos heeft de paard geholpen,nl,False
les garçons aime les amis,les garçons a aimé les amis,fr,True
les ennemis sauve les docteurs,les ennemis a sauvé les docteurs,fr,True
les femmes sauve les renards,les femmes a sauvé les renards,fr,True
les chats regarde les chiens,les chats a regardé les chiens,fr,True
les ennemis poursuit les chats,les ennemis a poursuivi les chats,fr,True
de leraar duwt de kat,de leraar heeft de kat geduwd,nl,False
le souris cherche le tigre,le souris a cherché le tigre,fr,False
le ennemi porte le chien,le ennemi a porté le chien,fr,False
les chevaux aime les amis,les chevaux a aimé les amis,fr,True
de mannen helpt de leeuwen,de mannen heeft de leeuwen geholpen,nl,True
de kinderen draagt de vogels,de kinderen heeft de vogels gedragen,nl,True
de man helpt de vriend,de man heeft de vriend geholpen,nl,False
le souris sauve le ennemi,le souris a sauvé le ennemi,fr,False
les loups sauve les renards,les loups a sauvé les renards,fr,True
de vossen negeert de olifanten,de vossen heeft de olifanten genegeerd,nl,True
de olifanten ziet de dokters,de olifanten heeft de dokters gezien,nl,True
les filles chasse les singes,les filles a chassé les singes,fr,True
de meisjes observeert de vossen,de meisjes heeft de vossen geobserveerd,nl,True
de jongens redt de meisjes,de jongens heeft de meisjes gered,nl,True
le ami regarde le oiseau,le ami a regardé le oiseau,fr,False
les hommes suit les docteurs,les hommes a suivi les docteurs,fr,True
de vrienden helpt de honden,de vrienden heeft de honden geholpen,nl,True
de muizen zoekt de katten,de muizen heeft de katten gezocht,nl,True
de jongens achtervolgt de leraars,de jongens heeft de leraars achtervolgd,nl,True
les garçons suit les singes,les garçons a suivi les singes,fr,True
le garçon embrasse le renard,le garçon a embrassé le renard,fr,False
de hond volgt de dokter,de hond heeft de dokter gevolgd,nl,False
de katten jaagt de olifanten,de katten heeft de olifanten gejaagd,nl,True
de leeuw valt de dokter,de leeuw heeft de dokter aangevallen,nl,False
les chats regarde les renards,les chats a regardé les renards,fr,True
les filles aime les tigres,les filles a aimé les tigres,fr,True
le fille réconforte le chien,le fille a réconforté le chien,fr,False
les tigres repousse les loups,les tigres a repoussé les loups,fr,True
de olifanten negeert de leeuwen,de olifanten heeft de leeuwen genegeerd,nl,True
de vrouw draagt de vogel,de vrouw heeft de vogel gedragen,nl,False
de vrienden volgt de leeuwen,de vrienden heeft de leeuwen gevolgd,nl,True
de meisje ziet de olifant,de meisje heeft de olifant gezien,nl,False
le professeur frappe le singe,le professeur a frappé le singe,fr,False
de leeuwen achtervolgt de vrouwen,de leeuwen heeft de vrouwen achtervolgd,nl,True
de vijand helpt de aap,de vijand heeft de aap geholpen,nl,False
le enfant réconforte le loup,le enfant a réconforté le loup,fr,False
de vos duwt de aap,de vos heeft de aap geduwd,nl,False
de olifanten achtervolgt de vossen,de olifanten heeft de vossen achtervolgd,nl,True
de vriend troost de olifant,de vriend heeft de olifant getroost,nl,False
de vijand bekijkt de leeuw,de vijand heeft de leeuw bekeken,nl,False
de kat achtervolgt de aap,de kat heeft de aap achtervolgd,nl,False
les renards observe les tigres,les renards a observé les tigres,fr,True
de meisjes observeert de katten,de meisjes heeft de katten geobserveerd,nl,True
les chevaux voit les professeurs,les chevaux a vu les professeurs,fr,True
le tigre aide le docteur,le tigre a aidé le docteur,fr,False
les professeurs observe les oiseaux,les professeurs a observé les oiseaux,fr,True
les chats réconforte les souris,les chats a réconforté les souris,fr,True
les tigres observe les garçons,les tigres a observé les garçons,fr,True
le loup réconforte le docteur,le loup a réconforté le docteur,fr,False
de katten duwt de muizen,de katten heeft de muizen geduwd,nl,True
le chat repousse le cheval,le chat a repoussé le cheval,fr,False
les docteurs sauve les femmes,les docteurs a sauvé les femmes,fr,True
de vriend volgt de leraar,de vriend heeft de leraar gevolgd,nl,False
le ennemi porte le enfant,le ennemi a porté le enfant,fr,False
les professeurs ignore les docteurs,les professeurs a ignoré les docteurs,fr,True
de leeuw slaat de vrouw,de leeuw heeft de vrouw geslagen,nl,False
les garçons suit les enfants,les garçons a suivi les enfants,fr,True
de vrouw mag de vos,de vrouw heeft de vos gemogen,nl,False
de muis slaat de tijger,de muis heeft de tijger geslagen,nl,False
les hommes embrasse les femmes,les hommes a embrassé les femmes,fr,True
de muizen verzorgt de olifanten,de muizen heeft de olifanten verzorgd,nl,True
le oiseau réconforte le souris,le oiseau a réconforté le souris,fr,False
de leraar negeert de vos,de leraar heeft de vos genegeerd,nl,False
le tigre chasse le homme,le tigre a chassé le homme,fr,False
de olifant verzorgt de kat,de olifant heeft de kat verzorgd,nl,False
de vrouwen achtervolgt de kinderen,de vrouwen heeft de kinderen achtervolgd,nl,True
les chevaux aime les femmes,les chevaux a aimé les femmes,fr,True
le éléphant observe le enfant,le éléphant a observé le enfant,fr,False
les ennemis embrasse les loups,les ennemis a embrassé les loups,fr,True
de kind slaat de man,de kind heeft de man geslagen,nl,False
de dokter negeert de vriend,de dokter heeft de vriend genegeerd,nl,False
les amis soigne les chiens,les amis a soigné les chiens,fr,True
les éléphants porte les professeurs,les éléphants a porté les professeurs,fr,True
de hond ziet de aap,de hond heeft de aap gezien,nl,False
de leeuw troost de vos,de leeuw heeft de vos getroost,nl,False
de kat achtervolgt de vijand,de kat heeft de vijand achtervolgd,nl,False
le homme aide le docteur,le homme a aidé le docteur,fr,False
de muizen slaat de vrouwen,de muizen heeft de vrouwen geslagen,nl,True
de vrouwen jaagt de honden,de vrouwen heeft de honden gejaagd,nl,True
les renards chasse les docteurs,les renards a chassé les docteurs,fr,True
de vriend achtervolgt de paard,de vriend heeft de paard achtervolgd,nl,False
les chiens cherche les oiseaux,les chiens a cherché les oiseaux,fr,True
de vrienden negeert de vossen,de vrienden heeft de vossen genegeerd,nl,True
de man eet de dokter,de man heeft de dokter gegeten,nl,False
le ennemi aime le homme,le ennemi a aimé le homme,fr,False
de honden volgt de vogels,de honden heeft de vogels gevolgd,nl,True
de kinderen redt de vrouwen,de kinderen heeft de vrouwen gered,nl,True
les renards poursuit les chevaux,les renards a poursuivi les chevaux,fr,True
de jongen valt de meisje,de jongen heeft de meisje aangevallen,nl,False
de kind verzorgt de vos,de kind heeft de vos verzorgd,nl,False
le docteur poursuit le chat,le docteur a poursuivi le chat,fr,False
de vrienden ziet de meisjes,de vrienden heeft de meisjes gezien,nl,True
les oiseaux sauve les hommes,les oiseaux a sauvé les hommes,fr,True
le docteur aide le enfant,le docteur a aidé le enfant,fr,False
le professeur cherche le tigre,le professeur a cherché le tigre,fr,False
de olifant zoent de dokter,de olifant heeft de dokter gezoend,nl,False
le chat cherche le oiseau,le chat a cherché le oiseau,fr,False
les chats aide les chevaux,les chats a aidé les chevaux,fr,True
de hond verzorgt de aap,de hond heeft de aap verzorgd,nl,False
de vijand volgt de leraar,de vijand heeft de leraar gevolgd,nl,False
le tigre sauve le singe,le tigre a sauvé le singe,fr,False
le enfant attaque le homme,le enfant a attaqué le homme,fr,False
les filles ignore les docteurs,les filles a ignoré les docteurs,fr,True
de vijand redt de meisje,de vijand heeft de meisje gered,nl,False
de dokter jaagt de vos,de dokter heeft de vos gejaagd,nl,False
de aap volgt de olifant,de aap heeft de olifant gevolgd,nl,False
les singes attaque les chevaux,les singes a attaqué les chevaux,fr,True
de vrienden helpt de leraars,de vrienden heeft de leraars geholpen,nl,True
de katten zoekt de vossen,de katten heeft de vossen gezocht,nl,True
de muis verzorgt de vogel,de muis heeft de vogel verzorgd,nl,False
les oiseaux sauve les souris,les oiseaux a sauvé les souris,fr,True
de leeuw ziet de vogel,de leeuw heeft de vogel gezien,nl,False
de muizen negeert de olifanten,de muizen heeft de olifanten genegeerd,nl,True
de olifant ziet de vrouw,de olifant heeft de vrouw gezien,nl,False
de jongens zoekt de mannen,de jongens heeft de mannen gezocht,nl,True
le enfant observe le souris,le enfant a observé le souris,fr,False
de meisjes zoekt de jongens,de meisjes heeft de jongens gezocht,nl,True
de paarden draagt de vossen,de paarden heeft de vossen gedragen,nl,True
de muis duwt de kind,de muis heeft de kind geduwd,nl,False
les hommes mange les amis,les hommes a mangé les amis,fr,True
de olifant jaagt de vrouw,de olifant heeft de vrouw gejaagd,nl,False
le loup sauve le éléphant,le loup a sauvé le éléphant,fr,False
de muizen draagt de vijanden,de muizen heeft de vijanden gedragen,nl,True
le renard aide le enfant,le renard a aidé le enfant,fr,False
de tijgers achtervolgt de apen,de tijgers heeft de apen achtervolgd,nl,True
le femme frappe le docteur,le femme a frappé le docteur,fr,False
de man bekijkt de hond,de man heeft de hond bekeken,nl,False
les hommes poursuit les amis,les hommes a poursuivi les amis,fr,True
le professeur sauve le ami,le professeur a sauvé le ami,fr,False
de tijgers redt de meisjes,de tijgers heeft de meisjes gered,nl,True
de paard slaat de kind,de paard heeft de kind geslagen,nl,False
les renards aime les souris,les renards a aimé les souris,fr,True
les enfants aide les souris,les enfants a aidé les souris,fr,True
de vos observeert de tijger,de vos heeft de tijger geobserveerd,nl,False
le professeur frappe le chien,le professeur a frappé le chien,fr,False
le chien regarde le cheval,le chien a regardé le cheval,fr,False
le femme regarde le ennemi,le femme a regardé le ennemi,fr,False
de apen zoent de katten,de apen heeft de katten gezoend,nl,True
de tijger mag de jongen,de tijger heeft de jongen gemogen,nl,False
de mannen duwt de meisjes,de mannen heeft de meisjes geduwd,nl,True
le fille ignore le cheval,le fille a ignoré le cheval,fr,False
de vijanden slaat de meisjes,de vijanden heeft de meisjes geslagen,nl,True
les renards soigne les tigres,les renards a soigné les tigres,fr,True
le chien chasse le garçon,le chien a chassé le garçon,fr,False
de paarden valt de vossen,de paarden heeft de vossen aangevallen,nl,True
de paarden redt de leeuwen,de paarden heeft de leeuwen gered,nl,True
de vogels valt de vossen,de vogels heeft de vossen aangevallen,nl,True
le éléphant cherche le oiseau,le éléphant a cherché le oiseau,fr,False
de kat slaat de aap,de kat heeft de aap geslagen,nl,False
de leraar verzorgt de vrouw,de leraar heeft de vrouw verzorgd,nl,False
de jongen valt de vrouw,de jongen heeft de vrouw aangevallen,nl,False
de leeuw slaat de kind,de leeuw heeft de kind geslagen,nl,False
les hommes repousse les ennemis,les hommes a repoussé les ennemis,fr,True
les souris voit les filles,les souris a vu les filles,fr,True
le chat observe le oiseau,le chat a observé le oiseau,fr,False
de man redt de kat,de man heeft de kat gered,nl,False
de paard bekijkt de hond,de paard heeft de hond bekeken,nl,False
de meisje zoekt de jongen,de meisje heeft de jongen gezocht,nl,False
de paarden negeert de leraars,de paarden heeft de leraars genegeerd,nl,True
de vrienden verzorgt de meisjes,de vrienden heeft de meisjes verzorgd,nl,True
de paard zoent de vrouw,de paard heeft de vrouw gezoend,nl,False
les loups attaque les amis,les loups a attaqué les amis,fr,True
de kat bekijkt de aap,de kat heeft de aap bekeken,nl,False
les chevaux frappe les professeurs,les chevaux a frappé les professeurs,fr,True
le éléphant ignore le ennemi,le éléphant a ignoré le ennemi,fr,False
les souris poursuit les oiseaux,les souris a poursuivi les oiseaux,fr,True
les hommes embrasse les filles,les hommes a embrassé les filles,fr,True
les hommes réconforte les souris,les hommes a réconforté les souris,fr,True
les ennemis porte les tigres,les ennemis a porté les tigres,fr,True
de vrouwen eet de vrienden,de vrouwen heeft de vrienden gegeten,nl,True
le souris réconforte le ami,le souris a réconforté le ami,fr,False
de meisje valt de paard,de meisje heeft de paard aangevallen,nl,False
les chevaux attaque les chats,les chevaux a attaqué les chats,fr,True
de dokter observeert de leraar,de dokter heeft de leraar geobserveerd,nl,False
le chat réconforte le femme,le chat a réconforté le femme,fr,False
de leeuwen slaat de leraars,de leeuwen heeft de leraars geslagen,nl,True
de vijanden negeert de leeuwen,de vijanden heeft de leeuwen genegeerd,nl,True
de meisjes jaagt de muizen,de meisjes heeft de muizen gejaagd,nl,True
de leraars verzorgt de kinderen,de leraars heeft de kinderen verzorgd,nl,True
les chiens chasse les chats,les chiens a chassé les chats,fr,True
les filles observe les enfants,les filles a observé les enfants,fr,True
le singe observe le ami,le singe a observé le ami,fr,False
de kinderen achtervolgt de vijanden,de kinderen heeft de vijanden achtervolgd,nl,True
de kinderen jaagt de vijanden,de kinderen heeft de vijanden gejaagd,nl,True
les chats chasse les singes,les chats a chassé les singes,fr,True
le chien repousse le chat,le chien a repoussé le chat,fr,False
les tigres suit les femmes,les tigres a suivi les femmes,fr,True
de leeuwen achtervolgt de olifanten,de leeuwen heeft de olifanten achtervolgd,nl,True
de vijanden achtervolgt de tijgers,de vijanden heeft de tijgers achtervolgd,nl,True
le garçon observe le tigre,le garçon a observé le tigre,fr,False
le éléphant repousse le oiseau,le éléphant a repoussé le oiseau,fr,False
le éléphant ignore le chat,le éléphant a ignoré le chat,fr,False
de tijgers achtervolgt de honden,de tijgers heeft de honden achtervolgd,nl,True
le loup ignore le souris,le loup a ignoré le souris,fr,False
de vos jaagt de hond,de vos heeft de hond gejaagd,nl,False
les femmes poursuit les docteurs,les femmes a poursuivi les docteurs,fr,True
de muis ziet de kind,de muis heeft de kind gezien,nl,False
les amis réconforte les ennemis,les amis a réconforté les ennemis,fr,True
les éléphants embrasse les chiens,les éléphants a embrassé les chiens,fr,True
les loups aime les éléphants,les loups a aimé les éléphants,fr,True
de tijger negeert de vrouw,de tijger heeft de vrouw genegeerd,nl,False
les chiens aide les garçons,les chiens a aidé les garçons,fr,True
de vogels duwt de katten,de vogels heeft de katten geduwd,nl,True
les docteurs chasse les chevaux,les docteurs a chassé les chevaux,fr,True
les amis aime les chiens,les amis a aimé les chiens,fr,True
de vrouw jaagt de olifant,de vrouw heeft de olifant gejaagd,nl,False
de vos volgt de paard,de vos heeft de paard gevolgd,nl,False
le loup voit le ami,le loup a vu le ami,fr,False
de jongens negeert de vrouwen,de jongens heeft de vrouwen genegeerd,nl,True
de meisje negeert de leraar,de meisje heeft de leraar genegeerd,nl,False
les éléphants regarde les docteurs,les éléphants a regardé les docteurs,fr,True
le renard ignore le fille,le renard a ignoré le fille,fr,False
de jongens redt de paarden,de jongens heeft de paarden gered,nl,True
de kinderen verzorgt de leeuwen,de kinderen heeft de leeuwen verzorgd,nl,True
de man observeert de vogel,de man heeft de vogel geobserveerd,nl,False
le ami cherche le chien,le ami a cherché le chien,fr,False
les chevaux poursuit les ennemis,les chevaux a poursuivi les ennemis,fr,True
le singe mange le fille,le singe a mangé le fille,fr,False
le éléphant repousse le renard,le éléphant a repoussé le renard,fr,False
de olifanten valt de tijgers,de olifanten heeft de tijgers aangevallen,nl,True
de vos zoekt de vijand,de vos heeft de vijand gezocht,nl,False
de dokters duwt de vogels,de dokters heeft de vogels geduwd,nl,True
le singe aime le chat,le singe a aimé le chat,fr,False
de vossen achtervolgt de vijanden,de vossen heeft de vijanden achtervolgd,nl,True
de hond jaagt de vrouw,de hond heeft de vrouw gejaagd,nl,False
de olifant valt de vriend,de olifant heeft de vriend aangevallen,nl,False
les femmes suit les enfants,les femmes a suivi les enfants,fr,True
le chien cherche le ami,le chien a cherché le ami,fr,False
les garçons porte les loups,les garçons a porté les loups,fr,True
de leeuwen draagt de mannen,de leeuwen heeft de mannen gedragen,nl,True
de vriend jaagt de olifant,de vriend heeft de olifant gejaagd,nl,False
le ennemi poursuit le oiseau,le ennemi a poursuivi le oiseau,fr,False
les tigres réconforte les singes,les tigres a réconforté les singes,fr,True
de apen zoent de leeuwen,de apen heeft de leeuwen gezoend,nl,True
le fille mange le loup,le fille a mangé le loup,fr,False
de leraars duwt de dokters,de leraars heeft de dokters geduwd,nl,True
de meisjes duwt de mannen,de meisjes heeft de mannen geduwd,nl,True
de hond jaagt de vos,de hond heeft de vos gejaagd,nl,False
le chat attaque le fille,le chat a attaqué le fille,fr,False
le femme aide le professeur,le femme a aidé le professeur,fr,False
le chien voit le renard,le chien a vu le renard,fr,False
de man helpt de vos,de man heeft de vos geholpen,nl,False
de katten mag de olifanten,de katten heeft de olifanten gemogen,nl,True
les chevaux soigne les tigres,les chevaux a soigné les tigres,fr,True
de vijanden ziet de muizen,de vijanden heeft de muizen gezien,nl,True
de vos eet de olifant,de vos heeft de olifant gegeten,nl,False
le souris aime le docteur,le souris a aimé le docteur,fr,False
les chats ignore les loups,les chats a ignoré les loups,fr,True
les chats aide les tigres,les chats a aidé les tigres,fr,True
les chiens repousse les chats,les chiens a repoussé les chats,fr,True
de vogels draagt de muizen,de vogels heeft de muizen gedragen,nl,True
de vriend jaagt de hond,de vriend heeft de hond gejaagd,nl,False
le fille ignore le ennemi,le fille a ignoré le ennemi,fr,False
les ennemis observe les femmes,les ennemis a observé les femmes,fr,True
