input,target,lang,plural,subj,obj,verb
le femme sauve le ami,le femme a sauvé le ami,fr,False,femme,ami,sauve
les femmes sauvent les amis,les femmes a sauvé les amis,fr,True,femme,ami,sauve
le femme réconforte le ami,le femme a réconforté le ami,fr,False,femme,ami,réconforte
les femmes réconfortent les amis,les femmes a réconforté les amis,fr,True,femme,ami,réconforte
le femme repousse le ami,le femme a repoussé le ami,fr,False,femme,ami,repousse
les femmes repoussent les amis,les femmes a repoussé les amis,fr,True,femme,ami,repousse
le femme regarde le ami,le femme a regardé le ami,fr,False,femme,ami,regarde
les femmes regardent les amis,les femmes a regardé les amis,fr,True,femme,ami,regarde
le femme ignore le ami,le femme a ignoré le ami,fr,False,femme,ami,ignore
les femmes ignorent les amis,les femmes a ignoré les amis,fr,True,femme,ami,ignore
le femme mange le ennemi,le femme a mangé le ennemi,fr,False,femme,ennemi,mange
les femmes mangent les ennemis,les femmes a mangé les ennemis,fr,True,femme,ennemi,mange
le femme aime le ennemi,le femme a aimé le ennemi,fr,False,femme,ennemi,aime
les femmes aiment les ennemis,les femmes a aimé les ennemis,fr,True,femme,ennemi,aime
le femme cherche le ennemi,le femme a cherché le ennemi,fr,False,femme,ennemi,cherche
les femmes cherchent les ennemis,les femmes a cherché les ennemis,fr,True,femme,ennemi,cherche
le femme aide le ennemi,le femme a aidé le ennemi,fr,False,femme,ennemi,aide
les femmes aident les ennemis,les femmes a aidé les ennemis,fr,True,femme,ennemi,aide
le femme suit le ennemi,le femme a suivi le ennemi,fr,False,femme,ennemi,suit
les femmes suivent les ennemis,les femmes a suivi les ennemis,fr,True,femme,ennemi,suit
le femme frappe le ennemi,le femme a frappé le ennemi,fr,False,femme,ennemi,frappe
les femmes frappent les ennemis,les femmes a frappé les ennemis,fr,True,femme,ennemi,frappe
le femme embrasse le ennemi,le femme a embrassé le ennemi,fr,False,femme,ennemi,embrasse
les femmes embrassent les ennemis,les femmes a embrassé les ennemis,fr,True,femme,ennemi,embrasse
le femme chasse le ennemi,le femme a chassé le ennemi,fr,False,femme,ennemi,chasse
les femmes chassent les ennemis,les femmes a chassé les ennemis,fr,True,femme,ennemi,chasse
le femme soigne le ennemi,le femme a soigné le ennemi,fr,False,femme,ennemi,soigne
les femmes soignent les ennemis,les femmes a soigné les ennemis,fr,True,femme,ennemi,soigne
le femme poursuit le ennemi,le femme a poursuivi le ennemi,fr,False,femme,ennemi,poursuit
les femmes poursuivent les ennemis,les femmes a poursuivi les ennemis,fr,True,femme,ennemi,poursuit
le femme sauve le ennemi,le femme a sauvé le ennemi,fr,False,femme,ennemi,sauve
les femmes sauvent les ennemis,les femmes a sauvé les ennemis,fr,True,femme,ennemi,sauve
le femme réconforte le ennemi,le femme a réconforté le ennemi,fr,False,femme,ennemi,réconforte
les femmes réconfortent les ennemis,les femmes a réconforté les ennemis,fr,True,femme,ennemi,réconforte
le femme repousse le ennemi,le femme a repoussé le ennemi,fr,False,femme,ennemi,repousse
les femmes repoussent les ennemis,les femmes a repoussé les ennemis,fr,True,femme,ennemi,repousse
le femme regarde le ennemi,le femme a regardé le ennemi,fr,False,femme,ennemi,regarde
les femmes regardent les ennemis,les femmes a regardé les ennemis,fr,True,femme,ennemi,regarde
le femme ignore le ennemi,le femme a ignoré le ennemi,fr,False,femme,ennemi,ignore
les femmes ignorent les ennemis,les femmes a ignoré les ennemis,fr,True,femme,ennemi,ignore
le homme voit le chien,le homme a vu le chien,fr,False,homme,chien,voit
les hommes voient les chiens,les hommes a vu les chiens,fr,True,homme,chien,voit
le homme aime le chien,le homme a aimé le chien,fr,False,homme,chien,aime
les hommes aiment les chiens,les hommes a aimé les chiens,fr,True,homme,chien,aime
le homme aide le chien,le homme a aidé le chien,fr,False,homme,chien,aide
les hommes aident les chiens,les hommes a aidé les chiens,fr,True,homme,chien,aide
le homme suit le chien,le homme a suivi le chien,fr,False,homme,chien,suit
les hommes suivent les chiens,les hommes a suivi les chiens,fr,True,homme,chien,suit
le homme frappe le chien,le homme a frappé le chien,fr,False,homme,chien,frappe
les hommes frappent les chiens,les hommes a frappé les chiens,fr,True,homme,chien,frappe
le homme porte le chien,le homme a porté le chien,fr,False,homme,chien,porte
les hommes portent les chiens,les hommes a porté les chiens,fr,True,homme,chien,porte
le homme embrasse le chien,le homme a embrassé le chien,fr,False,homme,chien,embrasse
les hommes embrassent les chiens,les hommes a embrassé les chiens,fr,True,homme,chien,embrasse
le homme poursuit le chien,le homme a poursuivi le chien,fr,False,homme,chien,poursuit
les hommes poursuivent les chiens,les hommes a poursuivi les chiens,fr,True,homme,chien,poursuit
le homme attaque le chien,le homme a attaqué le chien,fr,False,homme,chien,attaque
les hommes attaquent les chiens,les hommes a attaqué les chiens,fr,True,homme,chien,attaque
le homme sauve le chien,le homme a sauvé le chien,fr,False,homme,chien,sauve
les hommes sauvent les chiens,les hommes a sauvé les chiens,fr,True,homme,chien,sauve
le homme repousse le chien,le homme a repoussé le chien,fr,False,homme,chien,repousse
les hommes repoussent les chiens,les hommes a repoussé les chiens,fr,True,homme,chien,repousse
le homme regarde le chien,le homme a regardé le chien,fr,False,homme,chien,regarde
les hommes regardent les chiens,les hommes a regardé les chiens,fr,True,homme,chien,regarde
le homme ignore le chien,le homme a ignoré le chien,fr,False,homme,chien,ignore
les hommes ignorent les chiens,les hommes a ignoré les chiens,fr,True,homme,chien,ignore
le homme voit le loup,le homme a vu le loup,fr,False,homme,loup,voit
les hommes voient les loups,les hommes a vu les loups,fr,True,homme,loup,voit
le homme aime le loup,le homme a aimé le loup,fr,False,homme,loup,aime
les hommes aiment les loups,les hommes a aimé les loups,fr,True,homme,loup,aime
le homme aide le loup,le homme a aidé le loup,fr,False,homme,loup,aide
les hommes aident les loups,les hommes a aidé les loups,fr,True,homme,loup,aide
le homme suit le loup,le homme a suivi le loup,fr,False,homme,loup,suit
les hommes suivent les loups,les hommes a suivi les loups,fr,True,homme,loup,suit
le homme frappe le loup,le homme a frappé le loup,fr,False,homme,loup,frappe
les hommes frappent les loups,les hommes a frappé les loups,fr,True,homme,loup,frappe
le homme porte le loup,le homme a porté le loup,fr,False,homme,loup,porte
les hommes portent les loups,les hommes a porté les loups,fr,True,homme,loup,porte
le homme embrasse le loup,le homme a embrassé le loup,fr,False,homme,loup,embrasse
les hommes embrassent les loups,les hommes a embrassé les loups,fr,True,homme,loup,embrasse
le homme poursuit le loup,le homme a poursuivi le loup,fr,False,homme,loup,poursuit
les hommes poursuivent les loups,les hommes a poursuivi les loups,fr,True,homme,loup,poursuit
le homme attaque le loup,le homme a attaqué le loup,fr,False,homme,loup,attaque
les hommes attaquent les loups,les hommes a attaqué les loups,fr,True,homme,loup,attaque
le homme sauve le loup,le homme a sauvé le loup,fr,False,homme,loup,sauve
les hommes sauvent les loups,les hommes a sauvé les loups,fr,True,homme,loup,sauve
le homme repousse le loup,le homme a repoussé le loup,fr,False,homme,loup,repousse
les hommes repoussent les loups,les hommes a repoussé les loups,fr,True,homme,loup,repousse
le homme regarde le loup,le homme a regardé le loup,fr,False,homme,loup,regarde
les hommes regardent les loups,les hommes a regardé les loups,fr,True,homme,loup,regarde
le homme ignore le loup,le homme a ignoré le loup,fr,False,homme,loup,ignore
les hommes ignorent les loups,les hommes a ignoré les loups,fr,True,homme,loup,ignore
le homme voit le chat,le homme a vu le chat,fr,False,homme,chat,voit
les hommes voient les chats,les hommes a vu les chats,fr,True,homme,chat,voit
le homme aime le chat,le homme a aimé le chat,fr,False,homme,chat,aime
les hommes aiment les chats,les hommes a aimé les chats,fr,True,homme,chat,aime
le homme aide le chat,le homme a aidé le chat,fr,False,homme,chat,aide
les hommes aident les chats,les hommes a aidé les chats,fr,True,homme,chat,aide
le homme suit le chat,le homme a suivi le chat,fr,False,homme,chat,suit
les hommes suivent les chats,les hommes a suivi les chats,fr,True,homme,chat,suit
le homme frappe le chat,le homme a frappé le chat,fr,False,homme,chat,frappe
les hommes frappent les chats,les hommes a frappé les chats,fr,True,homme,chat,frappe
le homme porte le chat,le homme a porté le chat,fr,False,homme,chat,porte
les hommes portent les chats,les hommes a porté les chats,fr,True,homme,chat,porte
le homme embrasse le chat,le homme a embrassé le chat,fr,False,homme,chat,embrasse
les hommes embrassent les chats,les hommes a embrassé les chats,fr,True,homme,chat,embrasse
le homme poursuit le chat,le homme a poursuivi le chat,fr,False,homme,chat,poursuit
les hommes poursuivent les chats,les hommes a poursuivi les chats,fr,True,homme,chat,poursuit
le homme attaque le chat,le homme a attaqué le chat,fr,False,homme,chat,attaque
les hommes attaquent les chats,les hommes a attaqué les chats,fr,True,homme,chat,attaque
le homme sauve le chat,le homme a sauvé le chat,fr,False,homme,chat,sauve
les hommes sauvent les chats,les hommes a sauvé les chats,fr,True,homme,chat,sauve
le homme repousse le chat,le homme a repoussé le chat,fr,False,homme,chat,repousse
les hommes repoussent les chats,les hommes a repoussé les chats,fr,True,homme,chat,repousse
le homme regarde le chat,le homme a regardé le chat,fr,False,homme,chat,regarde
les hommes regardent les chats,les hommes a regardé les chats,fr,True,homme,chat,regarde
le homme ignore le chat,le homme a ignoré le chat,fr,False,homme,chat,ignore
les hommes ignorent les chats,les hommes a ignoré les chats,fr,True,homme,chat,ignore
le homme voit le tigre,le homme a vu le tigre,fr,False,homme,tigre,voit
les hommes voient les tigres,les hommes a vu les tigres,fr,True,homme,tigre,voit
le homme aime le tigre,le homme a aimé le tigre,fr,False,homme,tigre,aime
les hommes aiment les tigres,les hommes a aimé les tigres,fr,True,homme,tigre,aime
le homme aide le tigre,le homme a aidé le tigre,fr,False,homme,tigre,aide
les hommes aident les tigres,les hommes a aidé les tigres,fr,True,homme,tigre,aide
le homme suit le tigre,le homme a suivi le tigre,fr,False,homme,tigre,suit
les hommes suivent les tigres,les hommes a suivi les tigres,fr,True,homme,tigre,suit
le homme frappe le tigre,le homme a frappé le tigre,fr,False,homme,tigre,frappe
les hommes frappent les tigres,les hommes a frappé les tigres,fr,True,homme,tigre,frappe
le homme porte le tigre,le homme a porté le tigre,fr,False,homme,tigre,porte
les hommes portent les tigres,les hommes a porté les tigres,fr,True,homme,tigre,porte
le homme embrasse le tigre,le homme a embrassé le tigre,fr,False,homme,tigre,embrasse
les hommes embrassent les tigres,les hommes a embrassé les tigres,fr,True,homme,tigre,embrasse
le homme poursuit le tigre,le homme a poursuivi le tigre,fr,False,homme,tigre,poursuit
les hommes poursuivent les tigres,les hommes a poursuivi les tigres,fr,True,homme,tigre,poursuit
le homme attaque le tigre,le homme a attaqué le tigre,fr,False,homme,tigre,attaque
les hommes attaquent les tigres,les hommes a attaqué les tigres,fr,True,homme,tigre,attaque
le homme sauve le tigre,le homme a sauvé le tigre,fr,False,homme,tigre,sauve
les hommes sauvent les tigres,les hommes a sauvé les tigres,fr,True,homme,tigre,sauve
le homme repousse le tigre,le homme a repoussé le tigre,fr,False,homme,tigre,repousse
les hommes repoussent les tigres,les hommes a repoussé les tigres,fr,True,homme,tigre,repousse
le homme regarde le tigre,le homme a regardé le tigre,fr,False,homme,tigre,regarde
les hommes regardent les tigres,les hommes a regardé les tigres,fr,True,homme,tigre,regarde
le homme ignore le tigre,le homme a ignoré le tigre,fr,False,homme,tigre,ignore
les hommes ignorent les tigres,les hommes a ignoré les tigres,fr,True,homme,tigre,ignore
le homme voit le singe,le homme a vu le singe,fr,False,homme,singe,voit
les hommes voient les singes,les hommes a vu les singes,fr,True,homme,singe,voit
le homme aime le singe,le homme a aimé le singe,fr,False,homme,singe,aime
les hommes aiment les singes,les hommes a aimé les singes,fr,True,homme,singe,aime
le homme aide le singe,le homme a aidé le singe,fr,False,homme,singe,aide
les hommes aident les singes,les hommes a aidé les singes,fr,True,homme,singe,aide
le homme suit le singe,le homme a suivi le singe,fr,False,homme,singe,suit
les hommes suivent les singes,les hommes a suivi les singes,fr,True,homme,singe,suit
le homme frappe le singe,le homme a frappé le singe,fr,False,homme,singe,frappe
les hommes frappent les singes,les hommes a frappé les singes,fr,True,homme,singe,frappe
le homme porte le singe,le homme a porté le singe,fr,False,homme,singe,porte
les hommes portent les singes,les hommes a porté les singes,fr,True,homme,singe,porte
le homme embrasse le singe,le homme a embrassé le singe,fr,False,homme,singe,embrasse
les hommes embrassent les singes,les hommes a embrassé les singes,fr,True,homme,singe,embrasse
le homme poursuit le singe,le homme a poursuivi le singe,fr,False,homme,singe,poursuit
les hommes poursuivent les singes,les hommes a poursuivi les singes,fr,True,homme,singe,poursuit
le homme attaque le singe,le homme a attaqué le singe,fr,False,homme,singe,attaque
les hommes attaquent les singes,les hommes a attaqué les singes,fr,True,homme,singe,attaque
le homme sauve le singe,le homme a sauvé le singe,fr,False,homme,singe,sauve
les hommes sauvent les singes,les hommes a sauvé les singes,fr,True,homme,singe,sauve
le homme repousse le singe,le homme a repoussé le singe,fr,False,homme,singe,repousse
les hommes repoussent les singes,les hommes a repoussé les singes,fr,True,homme,singe,repousse
le homme regarde le singe,le homme a regardé le singe,fr,False,homme,singe,regarde
les hommes regardent les singes,les hommes a regardé les singes,fr,True,homme,singe,regarde
le homme ignore le singe,le homme a ignoré le singe,fr,False,homme,singe,ignore
les hommes ignorent les singes,les hommes a ignoré les singes,fr,True,homme,singe,ignore
le homme voit le cheval,le homme a vu le cheval,fr,False,homme,cheval,voit
les hommes voient les chevaux,les hommes a vu les chevaux,fr,True,homme,cheval,voit
le homme aime le cheval,le homme a aimé le cheval,fr,False,homme,cheval,aime
les hommes aiment les chevaux,les hommes a aimé les chevaux,fr,True,homme,cheval,aime
le homme aide le cheval,le homme a aidé le cheval,fr,False,homme,cheval,aide
les hommes aident les chevaux,les hommes a aidé les chevaux,fr,True,homme,cheval,aide
le homme suit le cheval,le homme a suivi le cheval,fr,False,homme,cheval,suit
les hommes suivent les chevaux,les hommes a suivi les chevaux,fr,True,homme,cheval,suit
le homme frappe le cheval,le homme a frappé le cheval,fr,False,homme,cheval,frappe
les hommes frappent les chevaux,les hommes a frappé les chevaux,fr,True,homme,cheval,frappe
le homme porte le cheval,le homme a porté le cheval,fr,False,homme,cheval,porte
les hommes portent les chevaux,les hommes a porté les chevaux,fr,True,homme,cheval,porte
le homme embrasse le cheval,le homme a embrassé le cheval,fr,False,homme,cheval,embrasse
les hommes embrassent les chevaux,les hommes a embrassé les chevaux,fr,True,homme,cheval,embrasse
le homme poursuit le cheval,le homme a poursuivi le cheval,fr,False,homme,cheval,poursuit
les hommes poursuivent les chevaux,les hommes a poursuivi les chevaux,fr,True,homme,cheval,poursuit
le homme attaque le cheval,le homme a attaqué le cheval,fr,False,homme,cheval,attaque
les hommes attaquent les chevaux,les hommes a attaqué les chevaux,fr,True,homme,cheval,attaque
le homme sauve le cheval,le homme a sauvé le cheval,fr,False,homme,cheval,sauve
les hommes sauvent les chevaux,les hommes a sauvé les chevaux,fr,True,homme,cheval,sauve
le homme repousse le cheval,le homme a repoussé le cheval,fr,False,homme,cheval,repousse
les hommes repoussent les chevaux,les hommes a repoussé les chevaux,fr,True,homme,cheval,repousse
le homme regarde le cheval,le homme a regardé le cheval,fr,False,homme,cheval,regarde
les hommes regardent les chevaux,les hommes a regardé les chevaux,fr,True,homme,cheval,regarde
le homme ignore le cheval,le homme a ignoré le cheval,fr,False,homme,cheval,ignore
les hommes ignorent les chevaux,les hommes a ignoré les chevaux,fr,True,homme,cheval,ignore
le homme voit le souris,le homme a vu le souris,fr,False,homme,souris,voit
les hommes voient les souris,les hommes a vu les souris,fr,True,homme,souris,voit
le homme aime le souris,le homme a aimé le souris,fr,False,homme,souris,aime
les hommes aiment les souris,les hommes a aimé les souris,fr,True,homme,souris,aime
le homme aide le souris,le homme a aidé le souris,fr,False,homme,souris,aide
les hommes aident les souris,les hommes a aidé les souris,fr,True,homme,souris,aide
le homme suit le souris,le homme a suivi le souris,fr,False,homme,souris,suit
les hommes suivent les souris,les hommes a suivi les souris,fr,True,homme,souris,suit
le homme frappe le souris,le homme a frappé le souris,fr,False,homme,souris,frappe
les hommes frappent les souris,les hommes a frappé les souris,fr,True,homme,souris,frappe
le homme porte le souris,le homme a porté le souris,fr,False,homme,souris,porte
les hommes portent les souris,les hommes a porté les souris,fr,True,homme,souris,porte
le homme embrasse le souris,le homme a embrassé le souris,fr,False,homme,souris,embrasse
les hommes embrassent les souris,les hommes a embrassé les souris,fr,True,homme,souris,embrasse
le homme poursuit le souris,le homme a poursuivi le souris,fr,False,homme,souris,poursuit
les hommes poursuivent les souris,les hommes a poursuivi les souris,fr,True,homme,souris,poursuit
le homme attaque le souris,le homme a attaqué le souris,fr,False,homme,souris,attaque
les hommes attaquent les souris,les hommes a attaqué les souris,fr,True,homme,souris,attaque
le homme sauve le souris,le homme a sauvé le souris,fr,False,homme,souris,sauve
les hommes sauvent les souris,les hommes a sauvé les souris,fr,True,homme,souris,sauve
le homme repousse le souris,le homme a repoussé le souris,fr,False,homme,souris,repousse
les hommes repoussent les souris,les hommes a repoussé les souris,fr,True,homme,souris,repousse
le homme regarde le souris,le homme a regardé le souris,fr,False,homme,souris,regarde
les hommes regardent les souris,les hommes a regardé les souris,fr,True,homme,souris,regarde
le homme ignore le souris,le homme a ignoré le souris,fr,False,homme,souris,ignore
les hommes ignorent les souris,les hommes a ignoré les souris,fr,True,homme,souris,ignore
le homme voit le éléphant,le homme a vu le éléphant,fr,False,homme,éléphant,voit
les hommes voient les éléphants,les hommes a vu les éléphants,fr,True,homme,éléphant,voit
le homme aime le éléphant,le homme a aimé le éléphant,fr,False,homme,éléphant,aime
les hommes aiment les éléphants,les hommes a aimé les éléphants,fr,True,homme,éléphant,aime
le homme aide le éléphant,le homme a aidé le éléphant,fr,False,homme,éléphant,aide
les hommes aident les éléphants,les hommes a aidé les éléphants,fr,True,homme,éléphant,aide
le homme suit le éléphant,le homme a suivi le éléphant,fr,False,homme,éléphant,suit
les hommes suivent les éléphants,les hommes a suivi les éléphants,fr,True,homme,éléphant,suit
le homme frappe le éléphant,le homme a frappé le éléphant,fr,False,homme,éléphant,frappe
les hommes frappent les éléphants,les hommes a frappé les éléphants,fr,True,homme,éléphant,frappe
le homme porte le éléphant,le homme a porté le éléphant,fr,False,homme,éléphant,porte
les hommes portent les éléphants,les hommes a porté les éléphants,fr,True,homme,éléphant,porte
le homme embrasse le éléphant,le homme a embrassé le éléphant,fr,False,homme,éléphant,embrasse
les hommes embrassent les éléphants,les hommes a embrassé les éléphants,fr,True,homme,éléphant,embrasse
le homme poursuit le éléphant,le homme a poursuivi le éléphant,fr,False,homme,éléphant,poursuit
les hommes poursuivent les éléphants,les hommes a poursuivi les éléphants,fr,True,homme,éléphant,poursuit
le homme attaque le éléphant,le homme a attaqué le éléphant,fr,False,homme,éléphant,attaque
les hommes attaquent les éléphants,les hommes a attaqué les éléphants,fr,True,homme,éléphant,attaque
le homme sauve le éléphant,le homme a sauvé le éléphant,fr,False,homme,éléphant,sauve
les hommes sauvent les éléphants,les hommes a sauvé les éléphants,fr,True,homme,éléphant,sauve
le homme repousse le éléphant,le homme a repoussé le éléphant,fr,False,homme,éléphant,repousse
les hommes repoussent les éléphants,les hommes a repoussé les éléphants,fr,True,homme,éléphant,repousse
le homme regarde le éléphant,le homme a regardé le éléphant,fr,False,homme,éléphant,regarde
les hommes regardent les éléphants,les hommes a regardé les éléphants,fr,True,homme,éléphant,regarde
le homme ignore le éléphant,le homme a ignoré le éléphant,fr,False,homme,éléphant,ignore
les hommes ignorent les éléphants,les hommes a ignoré les éléphants,fr,True,homme,éléphant,ignore
le homme voit le renard,le homme a vu le renard,fr,False,homme,renard,voit
les hommes voient les renards,les hommes a vu les renards,fr,True,homme,renard,voit
le homme aime le renard,le homme a aimé le renard,fr,False,homme,renard,aime
les hommes aiment les renards,les hommes a aimé les renards,fr,True,homme,renard,aime
le homme aide le renard,le homme a aidé le renard,fr,False,homme,renard,aide
les hommes aident les renards,les hommes a aidé les renards,fr,True,homme,renard,aide
le homme suit le renard,le homme a suivi le renard,fr,False,homme,renard,suit
les hommes suivent les renards,les hommes a suivi les renards,fr,True,homme,renard,suit
le homme frappe le renard,le homme a frappé le renard,fr,False,homme,renard,frappe
les hommes frappent les renards,les hommes a frappé les renards,fr,True,homme,renard,frappe
le homme porte le renard,le homme a porté le renard,fr,False,homme,renard,porte
les hommes portent les renards,les hommes a porté les renards,fr,True,homme,renard,porte
le homme embrasse le renard,le homme a embrassé le renard,fr,False,homme,renard,embrasse
les hommes embrassent les renards,les hommes a embrassé les renards,fr,True,homme,renard,embrasse
le homme poursuit le renard,le homme a poursuivi le renard,fr,False,homme,renard,poursuit
les hommes poursuivent les renards,les hommes a poursuivi les renards,fr,True,homme,renard,poursuit
le homme attaque le renard,le homme a attaqué le renard,fr,False,homme,renard,attaque
les hommes attaquent les renards,les hommes a attaqué les renards,fr,True,homme,renard,attaque
le homme sauve le renard,le homme a sauvé le renard,fr,False,homme,renard,sauve
les hommes sauvent les renards,les hommes a sauvé les renards,fr,True,homme,renard,sauve
le homme repousse le renard,le homme a repoussé le renard,fr,False,homme,renard,repousse
les hommes repoussent les renards,les hommes a repoussé les renards,fr,True,homme,renard,repousse
le homme regarde le renard,le homme a regardé le renard,fr,False,homme,renard,regarde
les hommes regardent les renards,les hommes a regardé les renards,fr,True,homme,renard,regarde
le homme ignore le renard,le homme a ignoré le renard,fr,False,homme,renard,ignore
les hommes ignorent les renards,les hommes a ignoré les renards,fr,True,homme,renard,ignore
le homme voit le oiseau,le homme a vu le oiseau,fr,False,homme,oiseau,voit
les hommes voient les oiseaux,les hommes a vu les oiseaux,fr,True,homme,oiseau,voit
le homme aime le oiseau,le homme a aimé le oiseau,fr,False,homme,oiseau,aime
les hommes aiment les oiseaux,les hommes a aimé les oiseaux,fr,True,homme,oiseau,aime
le homme aide le oiseau,le homme a aidé le oiseau,fr,False,homme,oiseau,aide
les hommes aident les oiseaux,les hommes a aidé les oiseaux,fr,True,homme,oiseau,aide
le homme suit le oiseau,le homme a suivi le oiseau,fr,False,homme,oiseau,suit
les hommes suivent les oiseaux,les hommes a suivi les oiseaux,fr,True,homme,oiseau,suit
le homme frappe le oiseau,le homme a frappé le oiseau,fr,False,homme,oiseau,frappe
les hommes frappent les oiseaux,les hommes a frappé les oiseaux,fr,True,homme,oiseau,frappe
le homme porte le oiseau,le homme a porté le oiseau,fr,False,homme,oiseau,porte
les hommes portent les oiseaux,les hommes a porté les oiseaux,fr,True,homme,oiseau,porte
le homme embrasse le oiseau,le homme a embrassé le oiseau,fr,False,homme,oiseau,embrasse
les hommes embrassent les oiseaux,les hommes a embrassé les oiseaux,fr,True,homme,oiseau,embrasse
le homme poursuit le oiseau,le homme a poursuivi le oiseau,fr,False,homme,oiseau,poursuit
les hommes poursuivent les oiseaux,les hommes a poursuivi les oiseaux,fr,True,homme,oiseau,poursuit
le homme attaque le oiseau,le homme a attaqué le oiseau,fr,False,homme,oiseau,attaque
les hommes attaquent les oiseaux,les hommes a attaqué les oiseaux,fr,True,homme,oiseau,attaque
le homme sauve le oiseau,le homme a sauvé le oiseau,fr,False,homme,oiseau,sauve
les hommes sauvent les oiseaux,les hommes a sauvé les oiseaux,fr,True,homme,oiseau,sauve
le homme repousse le oiseau,le homme a repoussé le oiseau,fr,False,homme,oiseau,repousse
les hommes repoussent les oiseaux,les hommes a repoussé les oiseaux,fr,True,homme,oiseau,repousse
le homme regarde le oiseau,le homme a regardé le oiseau,fr,False,homme,oiseau,regarde
les hommes regardent les oiseaux,les hommes a regardé les oiseaux,fr,True,homme,oiseau,regarde
le homme ignore le oiseau,le homme a ignoré le oiseau,fr,False,homme,oiseau,ignore
les hommes ignorent les oiseaux,les hommes a ignoré les oiseaux,fr,True,homme,oiseau,ignore
le homme voit le enfant,le homme a vu le enfant,fr,False,homme,enfant,voit
les hommes voient les enfants,les hommes a vu les enfants,fr,True,homme,enfant,voit
le homme aime le enfant,le homme a aimé le enfant,fr,False,homme,enfant,aime
les hommes aiment les enfants,les hommes a aimé les enfants,fr,True,homme,enfant,aime
le homme aide le enfant,le homme a aidé le enfant,fr,False,homme,enfant,aide
les hommes aident les enfants,les hommes a aidé les enfants,fr,True,homme,enfant,aide
le homme suit le enfant,le homme a suivi le enfant,fr,False,homme,enfant,suit
les hommes suivent les enfants,les hommes a suivi les enfants,fr,True,homme,enfant,suit
le homme frappe le enfant,le homme a frappé le enfant,fr,False,homme,enfant,frappe
les hommes frappent les enfants,les hommes a frappé les enfants,fr,True,homme,enfant,frappe
le homme porte le enfant,le homme a porté le enfant,fr,False,homme,enfant,porte
les hommes portent les enfants,les hommes a porté les enfants,fr,True,homme,enfant,porte
le homme embrasse le enfant,le homme a embrassé le enfant,fr,False,homme,enfant,embrasse
les hommes embrassent les enfants,les hommes a embrassé les enfants,fr,True,homme,enfant,embrasse
le homme poursuit le enfant,le homme a poursuivi le enfant,fr,False,homme,enfant,poursuit
les hommes poursuivent les enfants,les hommes a poursuivi les enfants,fr,True,homme,enfant,poursuit
le homme attaque le enfant,le homme a attaqué le enfant,fr,False,homme,enfant,attaque
les hommes attaquent les enfants,les hommes a attaqué les enfants,fr,True,homme,enfant,attaque
le homme sauve le enfant,le homme a sauvé le enfant,fr,False,homme,enfant,sauve
les hommes sauvent les enfants,les hommes a sauvé les enfants,fr,True,homme,enfant,sauve
le homme repousse le enfant,le homme a repoussé le enfant,fr,False,homme,enfant,repousse
les hommes repoussent les enfants,les hommes a repoussé les enfants,fr,True,homme,enfant,repousse
le homme regarde le enfant,le homme a regardé le enfant,fr,False,homme,enfant,regarde
les hommes regardent les enfants,les hommes a regardé les enfants,fr,True,homme,enfant,regarde
le homme ignore le enfant,le homme a ignoré le enfant,fr,False,homme,enfant,ignore
les hommes ignorent les enfants,les hommes a ignoré les enfants,fr,True,homme,enfant,ignore
le homme voit le docteur,le homme a vu le docteur,fr,False,homme,docteur,voit
les hommes voient les docteurs,les hommes a vu les docteurs,fr,True,homme,docteur,voit
le homme aime le docteur,le homme a aimé le docteur,fr,False,homme,docteur,aime
les hommes aiment les docteurs,les hommes a aimé les docteurs,fr,True,homme,docteur,aime
le homme aide le docteur,le homme a aidé le docteur,fr,False,homme,docteur,aide
les hommes aident les docteurs,les hommes a aidé les docteurs,fr,True,homme,docteur,aide
le homme suit le docteur,le homme a suivi le docteur,fr,False,homme,docteur,suit
les hommes suivent les docteurs,les hommes a suivi les docteurs,fr,True,homme,docteur,suit
le homme frappe le docteur,le homme a frappé le docteur,fr,False,homme,docteur,frappe
les hommes frappent les docteurs,les hommes a frappé les docteurs,fr,True,homme,docteur,frappe
le homme porte le docteur,le homme a porté le docteur,fr,False,homme,docteur,porte
les hommes portent les docteurs,les hommes a porté les docteurs,fr,True,homme,docteur,porte
le homme embrasse le docteur,le homme a embrassé le docteur,fr,False,homme,docteur,embrasse
les hommes embrassent les docteurs,les hommes a embrassé les docteurs,fr,True,homme,docteur,embrasse
le homme poursuit le docteur,le homme a poursuivi le docteur,fr,False,homme,docteur,poursuit
les hommes poursuivent les docteurs,les hommes a poursuivi les docteurs,fr,True,homme,docteur,poursuit
le homme attaque le docteur,le homme a attaqué le docteur,fr,False,homme,docteur,attaque
les hommes attaquent les docteurs,les hommes a attaqué les docteurs,fr,True,homme,docteur,attaque
le homme sauve le docteur,le homme a sauvé le docteur,fr,False,homme,docteur,sauve
les hommes sauvent les docteurs,les hommes a sauvé les docteurs,fr,True,homme,docteur,sauve
le homme repousse le docteur,le homme a repoussé le docteur,fr,False,homme,docteur,repousse
les hommes repoussent les docteurs,les hommes a repoussé les docteurs,fr,True,homme,docteur,repousse
le homme regarde le docteur,le homme a regardé le docteur,fr,False,homme,docteur,regarde
les hommes regardent les docteurs,les hommes a regardé les docteurs,fr,True,homme,docteur,regarde
