input,target,lang,plural,subj,obj,verb
le garçon aime le femme,le garçon a aimé le femme,fr,False,garçon,femme,aime
les garçons aiment les femmes,les garçons a aimé les femmes,fr,True,garçon,femme,aime
le garçon cherche le femme,le garçon a cherché le femme,fr,False,garçon,femme,cherche
les garçons cherchent les femmes,les garçons a cherché les femmes,fr,True,garçon,femme,cherche
le garçon aide le femme,le garçon a aidé le femme,fr,False,garçon,femme,aide
les garçons aident les femmes,les garçons a aidé les femmes,fr,True,garçon,femme,aide
le garçon suit le femme,le garçon a suivi le femme,fr,False,garçon,femme,suit
les garçons suivent les femmes,les garçons a suivi les femmes,fr,True,garçon,femme,suit
le garçon frappe le femme,le garçon a frappé le femme,fr,False,garçon,femme,frappe
les garçons frappent les femmes,les garçons a frappé les femmes,fr,True,garçon,femme,frappe
le garçon embrasse le femme,le garçon a embrassé le femme,fr,False,garçon,femme,embrasse
les garçons embrassent les femmes,les garçons a embrassé les femmes,fr,True,garçon,femme,embrasse
le garçon chasse le femme,le garçon a chassé le femme,fr,False,garçon,femme,chasse
les garçons chassent les femmes,les garçons a chassé les femmes,fr,True,garçon,femme,chasse
le garçon observe le femme,le garçon a observé le femme,fr,False,garçon,femme,observe
les garçons observent les femmes,les garçons a observé les femmes,fr,True,garçon,femme,observe
le garçon soigne le femme,le garçon a soigné le femme,fr,False,garçon,femme,soigne
les garçons soignent les femmes,les garçons a soigné les femmes,fr,True,garçon,femme,soigne
le garçon poursuit le femme,le garçon a poursuivi le femme,fr,False,garçon,femme,poursuit
les garçons poursuivent les femmes,les garçons a poursuivi les femmes,fr,True,garçon,femme,poursuit
le garçon attaque le femme,le garçon a attaqué le femme,fr,False,garçon,femme,attaque
les garçons attaquent les femmes,les garçons a attaqué les femmes,fr,True,garçon,femme,attaque
le garçon sauve le femme,le garçon a sauvé le femme,fr,False,garçon,femme,sauve
les garçons sauvent les femmes,les garçons a sauvé les femmes,fr,True,garçon,femme,sauve
le garçon réconforte le femme,le garçon a réconforté le femme,fr,False,garçon,femme,réconforte
les garçons réconfortent les femmes,les garçons a réconforté les femmes,fr,True,garçon,femme,réconforte
le garçon repousse le femme,le garçon a repoussé le femme,fr,False,garçon,femme,repousse
les garçons repoussent les femmes,les garçons a repoussé les femmes,fr,True,garçon,femme,repousse
le garçon regarde le femme,le garçon a regardé le femme,fr,False,garçon,femme,regarde
les garçons regardent les femmes,les garçons a regardé les femmes,fr,True,garçon,femme,regarde
le garçon ignore le femme,le garçon a ignoré le femme,fr,False,garçon,femme,ignore
les garçons ignorent les femmes,les garçons a ignoré les femmes,fr,True,garçon,femme,ignore
le garçon voit le homme,le garçon a vu le homme,fr,False,garçon,homme,voit
les garçons voient les hommes,les garçons a vu les hommes,fr,True,garçon,homme,voit
le garçon aime le homme,le garçon a aimé le homme,fr,False,garçon,homme,aime
les garçons aiment les hommes,les garçons a aimé les hommes,fr,True,garçon,homme,aime
le garçon cherche le homme,le garçon a cherché le homme,fr,False,garçon,homme,cherche
les garçons cherchent les hommes,les garçons a cherché les hommes,fr,True,garçon,homme,cherche
le garçon aide le homme,le garçon a aidé le homme,fr,False,garçon,homme,aide
les garçons aident les hommes,les garçons a aidé les hommes,fr,True,garçon,homme,aide
le garçon suit le homme,le garçon a suivi le homme,fr,False,garçon,homme,suit
les garçons suivent les hommes,les garçons a suivi les hommes,fr,True,garçon,homme,suit
le garçon frappe le homme,le garçon a frappé le homme,fr,False,garçon,homme,frappe
les garçons frappent les hommes,les garçons a frappé les hommes,fr,True,garçon,homme,frappe
le garçon embrasse le homme,le garçon a embrassé le homme,fr,False,garçon,homme,embrasse
les garçons embrassent les hommes,les garçons a embrassé les hommes,fr,True,garçon,homme,embrasse
le garçon chasse le homme,le garçon a chassé le homme,fr,False,garçon,homme,chasse
les garçons chassent les hommes,les garçons a chassé les hommes,fr,True,garçon,homme,chasse
le garçon observe le homme,le garçon a observé le homme,fr,False,garçon,homme,observe
les garçons observent les hommes,les garçons a observé les hommes,fr,True,garçon,homme,observe
le garçon soigne le homme,le garçon a soigné le homme,fr,False,garçon,homme,soigne
les garçons soignent les hommes,les garçons a soigné les hommes,fr,True,garçon,homme,soigne
le garçon poursuit le homme,le garçon a poursuivi le homme,fr,False,garçon,homme,poursuit
les garçons poursuivent les hommes,les garçons a poursuivi les hommes,fr,True,garçon,homme,poursuit
le garçon attaque le homme,le garçon a attaqué le homme,fr,False,garçon,homme,attaque
les garçons attaquent les hommes,les garçons a attaqué les hommes,fr,True,garçon,homme,attaque
le garçon sauve le homme,le garçon a sauvé le homme,fr,False,garçon,homme,sauve
les garçons sauvent les hommes,les garçons a sauvé les hommes,fr,True,garçon,homme,sauve
le garçon réconforte le homme,le garçon a réconforté le homme,fr,False,garçon,homme,réconforte
les garçons réconfortent les hommes,les garçons a réconforté les hommes,fr,True,garçon,homme,réconforte
le garçon repousse le homme,le garçon a repoussé le homme,fr,False,garçon,homme,repousse
les garçons repoussent les hommes,les garçons a repoussé les hommes,fr,True,garçon,homme,repousse
le garçon regarde le homme,le garçon a regardé le homme,fr,False,garçon,homme,regarde
les garçons regardent les hommes,les garçons a regardé les hommes,fr,True,garçon,homme,regarde
le garçon ignore le homme,le garçon a ignoré le homme,fr,False,garçon,homme,ignore
les garçons ignorent les hommes,les garçons a ignoré les hommes,fr,True,garçon,homme,ignore
le garçon voit le professeur,le garçon a vu le professeur,fr,False,garçon,professeur,voit
les garçons voient les professeurs,les garçons a vu les professeurs,fr,True,garçon,professeur,voit
le garçon aime le professeur,le garçon a aimé le professeur,fr,False,garçon,professeur,aime
les garçons aiment les professeurs,les garçons a aimé les professeurs,fr,True,garçon,professeur,aime
le garçon cherche le professeur,le garçon a cherché le professeur,fr,False,garçon,professeur,cherche
les garçons cherchent les professeurs,les garçons a cherché les professeurs,fr,True,garçon,professeur,cherche
le garçon aide le professeur,le garçon a aidé le professeur,fr,False,garçon,professeur,aide
les garçons aident les professeurs,les garçons a aidé les professeurs,fr,True,garçon,professeur,aide
le garçon suit le professeur,le garçon a suivi le professeur,fr,False,garçon,professeur,suit
les garçons suivent les professeurs,les garçons a suivi les professeurs,fr,True,garçon,professeur,suit
le garçon frappe le professeur,le garçon a frappé le professeur,fr,False,garçon,professeur,frappe
les garçons frappent les professeurs,les garçons a frappé les professeurs,fr,True,garçon,professeur,frappe
le garçon embrasse le professeur,le garçon a embrassé le professeur,fr,False,garçon,professeur,embrasse
les garçons embrassent les professeurs,les garçons a embrassé les professeurs,fr,True,garçon,professeur,embrasse
le garçon chasse le professeur,le garçon a chassé le professeur,fr,False,garçon,professeur,chasse
les garçons chassent les professeurs,les garçons a chassé les professeurs,fr,True,garçon,professeur,chasse
le garçon observe le professeur,le garçon a observé le professeur,fr,False,garçon,professeur,observe
les garçons observent les professeurs,les garçons a observé les professeurs,fr,True,garçon,professeur,observe
le garçon soigne le professeur,le garçon a soigné le professeur,fr,False,garçon,professeur,soigne
les garçons soignent les professeurs,les garçons a soigné les professeurs,fr,True,garçon,professeur,soigne
le garçon poursuit le professeur,le garçon a poursuivi le professeur,fr,False,garçon,professeur,poursuit
les garçons poursuivent les professeurs,les garçons a poursuivi les professeurs,fr,True,garçon,professeur,poursuit
le garçon attaque le professeur,le garçon a attaqué le professeur,fr,False,garçon,professeur,attaque
les garçons attaquent les professeurs,les garçons a attaqué les professeurs,fr,True,garçon,professeur,attaque
le garçon sauve le professeur,le garçon a sauvé le professeur,fr,False,garçon,professeur,sauve
les garçons sauvent les professeurs,les garçons a sauvé les professeurs,fr,True,garçon,professeur,sauve
le garçon réconforte le professeur,le garçon a réconforté le professeur,fr,False,garçon,professeur,réconforte
les garçons réconfortent les professeurs,les garçons a réconforté les professeurs,fr,True,garçon,professeur,réconforte
le garçon repousse le professeur,le garçon a repoussé le professeur,fr,False,garçon,professeur,repousse
les garçons repoussent les professeurs,les garçons a repoussé les professeurs,fr,True,garçon,professeur,repousse
le garçon regarde le professeur,le garçon a regardé le professeur,fr,False,garçon,professeur,regarde
les garçons regardent les professeurs,les garçons a regardé les professeurs,fr,True,garçon,professeur,regarde
le garçon ignore le professeur,le garçon a ignoré le professeur,fr,False,garçon,professeur,ignore
les garçons ignorent les professeurs,les garçons a ignoré les professeurs,fr,True,garçon,professeur,ignore
le garçon voit le ami,le garçon a vu le ami,fr,False,garçon,ami,voit
les garçons voient les amis,les garçons a vu les amis,fr,True,garçon,ami,voit
le garçon aime le ami,le garçon a aimé le ami,fr,False,garçon,ami,aime
les garçons aiment les amis,les garçons a aimé les amis,fr,True,garçon,ami,aime
le garçon cherche le ami,le garçon a cherché le ami,fr,False,garçon,ami,cherche
les garçons cherchent les amis,les garçons a cherché les amis,fr,True,garçon,ami,cherche
le garçon aide le ami,le garçon a aidé le ami,fr,False,garçon,ami,aide
les garçons aident les amis,les garçons a aidé les amis,fr,True,garçon,ami,aide
le garçon suit le ami,le garçon a suivi le ami,fr,False,garçon,ami,suit
les garçons suivent les amis,les garçons a suivi les amis,fr,True,garçon,ami,suit
le garçon frappe le ami,le garçon a frappé le ami,fr,False,garçon,ami,frappe
les garçons frappent les amis,les garçons a frappé les amis,fr,True,garçon,ami,frappe
le garçon embrasse le ami,le garçon a embrassé le ami,fr,False,garçon,ami,embrasse
les garçons embrassent les amis,les garçons a embrassé les amis,fr,True,garçon,ami,embrasse
le garçon chasse le ami,le garçon a chassé le ami,fr,False,garçon,ami,chasse
les garçons chassent les amis,les garçons a chassé les amis,fr,True,garçon,ami,chasse
le garçon observe le ami,le garçon a observé le ami,fr,False,garçon,ami,observe
les garçons observent les amis,les garçons a observé les amis,fr,True,garçon,ami,observe
le garçon soigne le ami,le garçon a soigné le ami,fr,False,garçon,ami,soigne
les garçons soignent les amis,les garçons a soigné les amis,fr,True,garçon,ami,soigne
le garçon poursuit le ami,le garçon a poursuivi le ami,fr,False,garçon,ami,poursuit
les garçons poursuivent les amis,les garçons a poursuivi les amis,fr,True,garçon,ami,poursuit
le garçon attaque le ami,le garçon a attaqué le ami,fr,False,garçon,ami,attaque
les garçons attaquent les amis,les garçons a attaqué les amis,fr,True,garçon,ami,attaque
le garçon sauve le ami,le garçon a sauvé le ami,fr,False,garçon,ami,sauve
les garçons sauvent les amis,les garçons a sauvé les amis,fr,True,garçon,ami,sauve
le garçon réconforte le ami,le garçon a réconforté le ami,fr,False,garçon,ami,réconforte
les garçons réconfortent les amis,les garçons a réconforté les amis,fr,True,garçon,ami,réconforte
le garçon repousse le ami,le garçon a repoussé le ami,fr,False,garçon,ami,repousse
les garçons repoussent les amis,les garçons a repoussé les amis,fr,True,garçon,ami,repousse
le garçon regarde le ami,le garçon a regardé le ami,fr,False,garçon,ami,regarde
les garçons regardent les amis,les garçons a regardé les amis,fr,True,garçon,ami,regarde
le garçon ignore le ami,le garçon a ignoré le ami,fr,False,garçon,ami,ignore
les garçons ignorent les amis,les garçons a ignoré les amis,fr,True,garçon,ami,ignore
le garçon voit le ennemi,le garçon a vu le ennemi,fr,False,garçon,ennemi,voit
les garçons voient les ennemis,les garçons a vu les ennemis,fr,True,garçon,ennemi,voit
le garçon aime le ennemi,le garçon a aimé le ennemi,fr,False,garçon,ennemi,aime
les garçons aiment les ennemis,les garçons a aimé les ennemis,fr,True,garçon,ennemi,aime
le garçon cherche le ennemi,le garçon a cherché le ennemi,fr,False,garçon,ennemi,cherche
les garçons cherchent les ennemis,les garçons a cherché les ennemis,fr,True,garçon,ennemi,cherche
le garçon aide le ennemi,le garçon a aidé le ennemi,fr,False,garçon,ennemi,aide
les garçons aident les ennemis,les garçons a aidé les ennemis,fr,True,garçon,ennemi,aide
le garçon suit le ennemi,le garçon a suivi le ennemi,fr,False,garçon,ennemi,suit
les garçons suivent les ennemis,les garçons a suivi les ennemis,fr,True,garçon,ennemi,suit
le garçon frappe le ennemi,le garçon a frappé le ennemi,fr,False,garçon,ennemi,frappe
les garçons frappent les ennemis,les garçons a frappé les ennemis,fr,True,garçon,ennemi,frappe
le garçon embrasse le ennemi,le garçon a embrassé le ennemi,fr,False,garçon,ennemi,embrasse
les garçons embrassent les ennemis,les garçons a embrassé les ennemis,fr,True,garçon,ennemi,embrasse
le garçon chasse le ennemi,le garçon a chassé le ennemi,fr,False,garçon,ennemi,chasse
les garçons chassent les ennemis,les garçons a chassé les ennemis,fr,True,garçon,ennemi,chasse
le garçon observe le ennemi,le garçon a observé le ennemi,fr,False,garçon,ennemi,observe
les garçons observent les ennemis,les garçons a observé les ennemis,fr,True,garçon,ennemi,observe
le garçon soigne le ennemi,le garçon a soigné le ennemi,fr,False,garçon,ennemi,soigne
les garçons soignent les ennemis,les garçons a soigné les ennemis,fr,True,garçon,ennemi,soigne
le garçon poursuit le ennemi,le garçon a poursuivi le ennemi,fr,False,garçon,ennemi,poursuit
les garçons poursuivent les ennemis,les garçons a poursuivi les ennemis,fr,True,garçon,ennemi,poursuit
le garçon attaque le ennemi,le garçon a attaqué le ennemi,fr,False,garçon,ennemi,attaque
les garçons attaquent les ennemis,les garçons a attaqué les ennemis,fr,True,garçon,ennemi,attaque
le garçon sauve le ennemi,le garçon a sauvé le ennemi,fr,False,garçon,ennemi,sauve
les garçons sauvent les ennemis,les garçons a sauvé les ennemis,fr,True,garçon,ennemi,sauve
le garçon réconforte le ennemi,le garçon a réconforté le ennemi,fr,False,garçon,ennemi,réconforte
les garçons réconfortent les ennemis,les garçons a réconforté les ennemis,fr,True,garçon,ennemi,réconforte
le garçon repousse le ennemi,le garçon a repoussé le ennemi,fr,False,garçon,ennemi,repousse
les garçons repoussent les ennemis,les garçons a repoussé les ennemis,fr,True,garçon,ennemi,repousse
le garçon regarde le ennemi,le garçon a regardé le ennemi,fr,False,garçon,ennemi,regarde
les garçons regardent les ennemis,les garçons a regardé les ennemis,fr,True,garçon,ennemi,regarde
le garçon ignore le ennemi,le garçon a ignoré le ennemi,fr,False,garçon,ennemi,ignore
les garçons ignorent les ennemis,les garçons a ignoré les ennemis,fr,True,garçon,ennemi,ignore
le femme mange le chien,le femme a mangé le chien,fr,False,femme,chien,mange
les femmes mangent les chiens,les femmes a mangé les chiens,fr,True,femme,chien,mange
le femme voit le chien,le femme a vu le chien,fr,False,femme,chien,voit
les femmes voient les chiens,les femmes a vu les chiens,fr,True,femme,chien,voit
le femme cherche le chien,le femme a cherché le chien,fr,False,femme,chien,cherche
les femmes cherchent les chiens,les femmes a cherché les chiens,fr,True,femme,chien,cherche
le femme aide le chien,le femme a aidé le chien,fr,False,femme,chien,aide
les femmes aident les chiens,les femmes a aidé les chiens,fr,True,femme,chien,aide
le femme suit le chien,le femme a suivi le chien,fr,False,femme,chien,suit
les femmes suivent les chiens,les femmes a suivi les chiens,fr,True,femme,chien,suit
le femme frappe le chien,le femme a frappé le chien,fr,False,femme,chien,frappe
les femmes frappent les chiens,les femmes a frappé les chiens,fr,True,femme,chien,frappe
le femme porte le chien,le femme a porté le chien,fr,False,femme,chien,porte
les femmes portent les chiens,les femmes a porté les chiens,fr,True,femme,chien,porte
le femme embrasse le chien,le femme a embrassé le chien,fr,False,femme,chien,embrasse
les femmes embrassent les chiens,les femmes a embrassé les chiens,fr,True,femme,chien,embrasse
le femme chasse le chien,le femme a chassé le chien,fr,False,femme,chien,chasse
les femmes chassent les chiens,les femmes a chassé les chiens,fr,True,femme,chien,chasse
le femme observe le chien,le femme a observé le chien,fr,False,femme,chien,observe
les femmes observent les chiens,les femmes a observé les chiens,fr,True,femme,chien,observe
le femme soigne le chien,le femme a soigné le chien,fr,False,femme,chien,soigne
les femmes soignent les chiens,les femmes a soigné les chiens,fr,True,femme,chien,soigne
le femme poursuit le chien,le femme a poursuivi le chien,fr,False,femme,chien,poursuit
les femmes poursuivent les chiens,les femmes a poursuivi les chiens,fr,True,femme,chien,poursuit
le femme sauve le chien,le femme a sauvé le chien,fr,False,femme,chien,sauve
les femmes sauvent les chiens,les femmes a sauvé les chiens,fr,True,femme,chien,sauve
le femme réconforte le chien,le femme a réconforté le chien,fr,False,femme,chien,réconforte
les femmes réconfortent les chiens,les femmes a réconforté les chiens,fr,True,femme,chien,réconforte
le femme repousse le chien,le femme a repoussé le chien,fr,False,femme,chien,repousse
les femmes repoussent les chiens,les femmes a repoussé les chiens,fr,True,femme,chien,repousse
le femme ignore le chien,le femme a ignoré le chien,fr,False,femme,chien,ignore
les femmes ignorent les chiens,les femmes a ignoré les chiens,fr,True,femme,chien,ignore
le femme mange le loup,le femme a mangé le loup,fr,False,femme,loup,mange
les femmes mangent les loups,les femmes a mangé les loups,fr,True,femme,loup,mange
le femme voit le loup,le femme a vu le loup,fr,False,femme,loup,voit
les femmes voient les loups,les femmes a vu les loups,fr,True,femme,loup,voit
le femme cherche le loup,le femme a cherché le loup,fr,False,femme,loup,cherche
les femmes cherchent les loups,les femmes a cherché les loups,fr,True,femme,loup,cherche
le femme aide le loup,le femme a aidé le loup,fr,False,femme,loup,aide
les femmes aident les loups,les femmes a aidé les loups,fr,True,femme,loup,aide
le femme suit le loup,le femme a suivi le loup,fr,False,femme,loup,suit
les femmes suivent les loups,les femmes a suivi les loups,fr,True,femme,loup,suit
le femme frappe le loup,le femme a frappé le loup,fr,False,femme,loup,frappe
les femmes frappent les loups,les femmes a frappé les loups,fr,True,femme,loup,frappe
le femme porte le loup,le femme a porté le loup,fr,False,femme,loup,porte
les femmes portent les loups,les femmes a porté les loups,fr,True,femme,loup,porte
le femme embrasse le loup,le femme a embrassé le loup,fr,False,femme,loup,embrasse
les femmes embrassent les loups,les femmes a embrassé les loups,fr,True,femme,loup,embrasse
le femme chasse le loup,le femme a chassé le loup,fr,False,femme,loup,chasse
les femmes chassent les loups,les femmes a chassé les loups,fr,True,femme,loup,chasse
le femme observe le loup,le femme a observé le loup,fr,False,femme,loup,observe
les femmes observent les loups,les femmes a observé les loups,fr,True,femme,loup,observe
le femme soigne le loup,le femme a soigné le loup,fr,False,femme,loup,soigne
les femmes soignent les loups,les femmes a soigné les loups,fr,True,femme,loup,soigne
le femme poursuit le loup,le femme a poursuivi le loup,fr,False,femme,loup,poursuit
les femmes poursuivent les loups,les femmes a poursuivi les loups,fr,True,femme,loup,poursuit
le femme sauve le loup,le femme a sauvé le loup,fr,False,femme,loup,sauve
les femmes sauvent les loups,les femmes a sauvé les loups,fr,True,femme,loup,sauve
le femme réconforte le loup,le femme a réconforté le loup,fr,False,femme,loup,réconforte
les femmes réconfortent les loups,les femmes a réconforté les loups,fr,True,femme,loup,réconforte
le femme repousse le loup,le femme a repoussé le loup,fr,False,femme,loup,repousse
les femmes repoussent les loups,les femmes a repoussé les loups,fr,True,femme,loup,repousse
le femme ignore le loup,le femme a ignoré le loup,fr,False,femme,loup,ignore
les femmes ignorent les loups,les femmes a ignoré les loups,fr,True,femme,loup,ignore
le femme mange le chat,le femme a mangé le chat,fr,False,femme,chat,mange
les femmes mangent les chats,les femmes a mangé les chats,fr,True,femme,chat,mange
le femme voit le chat,le femme a vu le chat,fr,False,femme,chat,voit
les femmes voient les chats,les femmes a vu les chats,fr,True,femme,chat,voit
le femme cherche le chat,le femme a cherché le chat,fr,False,femme,chat,cherche
les femmes cherchent les chats,les femmes a cherché les chats,fr,True,femme,chat,cherche
le femme aide le chat,le femme a aidé le chat,fr,False,femme,chat,aide
les femmes aident les chats,les femmes a aidé les chats,fr,True,femme,chat,aide
le femme suit le chat,le femme a suivi le chat,fr,False,femme,chat,suit
les femmes suivent les chats,les femmes a suivi les chats,fr,True,femme,chat,suit
le femme frappe le chat,le femme a frappé le chat,fr,False,femme,chat,frappe
les femmes frappent les chats,les femmes a frappé les chats,fr,True,femme,chat,frappe
le femme porte le chat,le femme a porté le chat,fr,False,femme,chat,porte
les femmes portent les chats,les femmes a porté les chats,fr,True,femme,chat,porte
le femme embrasse le chat,le femme a embrassé le chat,fr,False,femme,chat,embrasse
les femmes embrassent les chats,les femmes a embrassé les chats,fr,True,femme,chat,embrasse
le femme chasse le chat,le femme a chassé le chat,fr,False,femme,chat,chasse
les femmes chassent les chats,les femmes a chassé les chats,fr,True,femme,chat,chasse
le femme observe le chat,le femme a observé le chat,fr,False,femme,chat,observe
les femmes observent les chats,les femmes a observé les chats,fr,True,femme,chat,observe
le femme soigne le chat,le femme a soigné le chat,fr,False,femme,chat,soigne
les femmes soignent les chats,les femmes a soigné les chats,fr,True,femme,chat,soigne
le femme poursuit le chat,le femme a poursuivi le chat,fr,False,femme,chat,poursuit
les femmes poursuivent les chats,les femmes a poursuivi les chats,fr,True,femme,chat,poursuit
le femme sauve le chat,le femme a sauvé le chat,fr,False,femme,chat,sauve
les femmes sauvent les chats,les femmes a sauvé les chats,fr,True,femme,chat,sauve
le femme réconforte le chat,le femme a réconforté le chat,fr,False,femme,chat,réconforte
les femmes réconfortent les chats,les femmes a réconforté les chats,fr,True,femme,chat,réconforte
le femme repousse le chat,le femme a repoussé le chat,fr,False,femme,chat,repousse
les femmes repoussent les chats,les femmes a repoussé les chats,fr,True,femme,chat,repousse
le femme ignore le chat,le femme a ignoré le chat,fr,False,femme,chat,ignore
les femmes ignorent les chats,les femmes a ignoré les chats,fr,True,femme,chat,ignore
le femme mange le tigre,le femme a mangé le tigre,fr,False,femme,tigre,mange
les femmes mangent les tigres,les femmes a mangé les tigres,fr,True,femme,tigre,mange
le femme voit le tigre,le femme a vu le tigre,fr,False,femme,tigre,voit
les femmes voient les tigres,les femmes a vu les tigres,fr,True,femme,tigre,voit
le femme cherche le tigre,le femme a cherché le tigre,fr,False,femme,tigre,cherche
les femmes cherchent les tigres,les femmes a cherché les tigres,fr,True,femme,tigre,cherche
le femme aide le tigre,le femme a aidé le tigre,fr,False,femme,tigre,aide
les femmes aident les tigres,les femmes a aidé les tigres,fr,True,femme,tigre,aide
le femme suit le tigre,le femme a suivi le tigre,fr,False,femme,tigre,suit
les femmes suivent les tigres,les femmes a suivi les tigres,fr,True,femme,tigre,suit
le femme frappe le tigre,le femme a frappé le tigre,fr,False,femme,tigre,frappe
les femmes frappent les tigres,les femmes a frappé les tigres,fr,True,femme,tigre,frappe
le femme porte le tigre,le femme a porté le tigre,fr,False,femme,tigre,porte
les femmes portent les tigres,les femmes a porté les tigres,fr,True,femme,tigre,porte
le femme embrasse le tigre,le femme a embrassé le tigre,fr,False,femme,tigre,embrasse
les femmes embrassent les tigres,les femmes a embrassé les tigres,fr,True,femme,tigre,embrasse
le femme chasse le tigre,le femme a chassé le tigre,fr,False,femme,tigre,chasse
les femmes chassent les tigres,les femmes a chassé les tigres,fr,True,femme,tigre,chasse
le femme observe le tigre,le femme a observé le tigre,fr,False,femme,tigre,observe
les femmes observent les tigres,les femmes a observé les tigres,fr,True,femme,tigre,observe
le femme soigne le tigre,le femme a soigné le tigre,fr,False,femme,tigre,soigne
les femmes soignent les tigres,les femmes a soigné les tigres,fr,True,femme,tigre,soigne
le femme poursuit le tigre,le femme a poursuivi le tigre,fr,False,femme,tigre,poursuit
les femmes poursuivent les tigres,les femmes a poursuivi les tigres,fr,True,femme,tigre,poursuit
le femme sauve le tigre,le femme a sauvé le tigre,fr,False,femme,tigre,sauve
les femmes sauvent les tigres,les femmes a sauvé les tigres,fr,True,femme,tigre,sauve
le femme réconforte le tigre,le femme a réconforté le tigre,fr,False,femme,tigre,réconforte
les femmes réconfortent les tigres,les femmes a réconforté les tigres,fr,True,femme,tigre,réconforte
le femme repousse le tigre,le femme a repoussé le tigre,fr,False,femme,tigre,repousse
les femmes repoussent les tigres,les femmes a repoussé les tigres,fr,True,femme,tigre,repousse
le femme ignore le tigre,le femme a ignoré le tigre,fr,False,femme,tigre,ignore
les femmes ignorent les tigres,les femmes a ignoré les tigres,fr,True,femme,tigre,ignore
le femme mange le singe,le femme a mangé le singe,fr,False,femme,singe,mange
les femmes mangent les singes,les femmes a mangé les singes,fr,True,femme,singe,mange
le femme voit le singe,le femme a vu le singe,fr,False,femme,singe,voit
les femmes voient les singes,les femmes a vu les singes,fr,True,femme,singe,voit
le femme cherche le singe,le femme a cherché le singe,fr,False,femme,singe,cherche
les femmes cherchent les singes,les femmes a cherché les singes,fr,True,femme,singe,cherche
le femme aide le singe,le femme a aidé le singe,fr,False,femme,singe,aide
les femmes aident les singes,les femmes a aidé les singes,fr,True,femme,singe,aide
le femme suit le singe,le femme a suivi le singe,fr,False,femme,singe,suit
les femmes suivent les singes,les femmes a suivi les singes,fr,True,femme,singe,suit
le femme frappe le singe,le femme a frappé le singe,fr,False,femme,singe,frappe
les femmes frappent les singes,les femmes a frappé les singes,fr,True,femme,singe,frappe
le femme porte le singe,le femme a porté le singe,fr,False,femme,singe,porte
les femmes portent les singes,les femmes a porté les singes,fr,True,femme,singe,porte
le femme embrasse le singe,le femme a embrassé le singe,fr,False,femme,singe,embrasse
les femmes embrassent les singes,les femmes a embrassé les singes,fr,True,femme,singe,embrasse
le femme chasse le singe,le femme a chassé le singe,fr,False,femme,singe,chasse
les femmes chassent les singes,les femmes a chassé les singes,fr,True,femme,singe,chasse
le femme observe le singe,le femme a observé le singe,fr,False,femme,singe,observe
les femmes observent les singes,les femmes a observé les singes,fr,True,femme,singe,observe
le femme soigne le singe,le femme a soigné le singe,fr,False,femme,singe,soigne
les femmes soignent les singes,les femmes a soigné les singes,fr,True,femme,singe,soigne
le femme poursuit le singe,le femme a poursuivi le singe,fr,False,femme,singe,poursuit
les femmes poursuivent les singes,les femmes a poursuivi les singes,fr,True,femme,singe,poursuit
le femme sauve le singe,le femme a sauvé le singe,fr,False,femme,singe,sauve
les femmes sauvent les singes,les femmes a sauvé les singes,fr,True,femme,singe,sauve
le femme réconforte le singe,le femme a réconforté le singe,fr,False,femme,singe,réconforte
les femmes réconfortent les singes,les femmes a réconforté les singes,fr,True,femme,singe,réconforte
le femme repousse le singe,le femme a repoussé le singe,fr,False,femme,singe,repousse
les femmes repoussent les singes,les femmes a repoussé les singes,fr,True,femme,singe,repousse
le femme ignore le singe,le femme a ignoré le singe,fr,False,femme,singe,ignore
les femmes ignorent les singes,les femmes a ignoré les singes,fr,True,femme,singe,ignore
le femme mange le cheval,le femme a mangé le cheval,fr,False,femme,cheval,mange
les femmes mangent les chevaux,les femmes a mangé les chevaux,fr,True,femme,cheval,mange
le femme voit le cheval,le femme a vu le cheval,fr,False,femme,cheval,voit
les femmes voient les chevaux,les femmes a vu les chevaux,fr,True,femme,cheval,voit
le femme cherche le cheval,le femme a cherché le cheval,fr,False,femme,cheval,cherche
les femmes cherchent les chevaux,les femmes a cherché les chevaux,fr,True,femme,cheval,cherche
le femme aide le cheval,le femme a aidé le cheval,fr,False,femme,cheval,aide
les femmes aident les chevaux,les femmes a aidé les chevaux,fr,True,femme,cheval,aide
le femme suit le cheval,le femme a suivi le cheval,fr,False,femme,cheval,suit
les femmes suivent les chevaux,les femmes a suivi les chevaux,fr,True,femme,cheval,suit
le femme frappe le cheval,le femme a frappé le cheval,fr,False,femme,cheval,frappe
les femmes frappent les chevaux,les femmes a frappé les chevaux,fr,True,femme,cheval,frappe
le femme porte le cheval,le femme a porté le cheval,fr,False,femme,cheval,porte
les femmes portent les chevaux,les femmes a porté les chevaux,fr,True,femme,cheval,porte
le femme embrasse le cheval,le femme a embrassé le cheval,fr,False,femme,cheval,embrasse
les femmes embrassent les chevaux,les femmes a embrassé les chevaux,fr,True,femme,cheval,embrasse
le femme chasse le cheval,le femme a chassé le cheval,fr,False,femme,cheval,chasse
les femmes chassent les chevaux,les femmes a chassé les chevaux,fr,True,femme,cheval,chasse
le femme observe le cheval,le femme a observé le cheval,fr,False,femme,cheval,observe
les femmes observent les chevaux,les femmes a observé les chevaux,fr,True,femme,cheval,observe
le femme soigne le cheval,le femme a soigné le cheval,fr,False,femme,cheval,soigne
les femmes soignent les chevaux,les femmes a soigné les chevaux,fr,True,femme,cheval,soigne
